934863683                                   Total      274     775
934863923                                   Total      284     782
934864163                                   Total      281     785
934864403                                   Total      264     785
934864643                                   Total      264     786
934864883                                   Total      263     787
934865123                                   Total      254     787
934865363                                   Total      250     783
934865603                                   Total      255     783
934865843                                   Total      264     786
934866083                                   Total      268     788
934866323                                   Total      268     794
934866563                                   Total      264     800
934866803                                   Total      256     798
934867043                                   Total      243     789
934867283                                   Total      272     789
934867523                                   Total      273     792
934867763                                   Total      277     801
934868003                                   Total      276     802
934868243                                   Total      270     797
934868483                                   Total      270     800
934868723                                   Total      269     798
934868963                                   Total      281     800
934869203                                   Total      278     801
934869443                                   Total      268     801
934869683                                   Total      263     792
934869923                                   Total      265     789
934870163                                   Total      286     789
934870403                                   Total      287     788
934870643                                   Total      283     788
934870883                                   Total      290     794
934871123                                   Total      281     796
934871363                                   Total      283     801
934871603                                   Total      284     802
934871843                                   Total      272     803
934872083                                   Total      271     804
934872323                                   Total      270     805
934872563                                   Total      264     797
934872803                                   Total      251     788
934873043                                   Total      278     800
934873283                                   Total      284     802
934873523                                   Total      284     803
934873763                                   Total      272     789
934874003                                   Total      279     794
934874243                                   Total      296     800
934874483                                   Total      294     800
934874723                                   Total      291     797
934874963                                   Total      290     801
934875203                                   Total      280     802
934875443                                   Total      278     803
934875683                                   Total      278     797
934875923                                   Total      284     800
934876163                                   Total      280     799
934876403                                   Total      278     798
934876643                                   Total      287     800
934876883                                   Total      269     801
934877123                                   Total      264     800
934877363                                   Total      264     802
934877603                                   Total      262     802
934877843                                   Total      264     803
934878083                                   Total      254     804
934878323                                   Total      254     804
934878563                                   Total      251     805
934878803                                   Total      245     806
934879043                                   Total      246     809
934879283                                   Total      246     809
934879523                                   Total      247     809
934879763                                   Total      249     809
934880003                                   Total      248     808
934880243                                   Total      248     808
934880483                                   Total      250     808
934880723                                   Total      247     804
934880963                                   Total      244     800
934881203                                   Total      242     800
934881443                                   Total      243     800
934881683                                   Total      242     800
934881923                                   Total      241     800
934882163                                   Total      241     799
934882403                                   Total      242     799
934882643                                   Total      246     799
934882883                                   Total      252     799
934883123                                   Total      254     798
934883363                                   Total      256     799
934883603                                   Total      256     799
934883843                                   Total      255     798
934884083                                   Total      257     798
934884323                                   Total      258     798
934884563                                   Total      258     798
934884803                                   Total      260     798
934885043                                   Total      260     798
934885283                                   Total      265     798
934885523                                   Total      266     798
934885763                                   Total      299     798
934886003                                   Total      300     798
934886243                                   Total      300     798
934886483                                   Total      300     798
934886723                                   Total      304     798
934886963                                   Total      299     798
934887203                                   Total      298     798
934887443                                   Total      298     797
934887683                                   Total      298     798
934887923                                   Total      300     798
934888163                                   Total      300     798
934888403                                   Total      304     798
934888643                                   Total      298     798
934888883                                   Total      292     798
934889123                                   Total      291     798
934889363                                   Total      287     798
934889603                                   Total      282     798
934889843                                   Total      279     798
934890083                                   Total      276     798
934890323                                   Total      272     798
934890563                                   Total      242     797
934890803                                   Total      172     795
934891043                                   Total      172     795
934891283                                   Total      171     795
934891523                                   Total      170     794
934891763                                   Total      170     795
934892003                                   Total      170     795
934892243                                   Total      170     795
934892483                                   Total      169     795
934892723                                   Total      169     795
934892963                                   Total      169     795
934893203                                   Total      169     795
934893443                                   Total      169     795
934893683                                   Total      169     795
934893923                                   Total      170     794
934894163                                   Total      171     795
934894403                                   Total      193     795
934894643                                   Total      200     795
934894883                                   Total      210     795
934895123                                   Total      222     795
934895363                                   Total      233     795
934895603                                   Total      253     795
934895843                                   Total      262     795
934896083                                   Total      262     795
934896323                                   Total      262     795
934896563                                   Total      262     795
934896803                                   Total      261     795
934897043                                   Total      261     795
934897283                                   Total      258     796
934897523                                   Total      254     795
934897763                                   Total      252     796
934898003                                   Total      251     796
934898243                                   Total      248     796
934898483                                   Total      244     796
934898723                                   Total      245     795
934898963                                   Total      242     795
934899203                                   Total      245     795
934899443                                   Total      247     796
934899683                                   Total      243     796
934899923                                   Total      240     794
934900163                                   Total      232     794
934900403                                   Total      231     794
934900643                                   Total      238     794
934900883                                   Total      233     793
934901123                                   Total      235     793
934901363                                   Total      232     793
934901603                                   Total      230     793
934901843                                   Total      225     793
934902083                                   Total      229     793
934902323                                   Total      224     792
934902563                                   Total      223     793
934902803                                   Total      224     793
934903043                                   Total      220     793
934903283                                   Total      215     793
934903523                                   Total      214     809
934903763                                   Total      213     808
934904003                                   Total      210     802
934904243                                   Total      210     795
934904483                                   Total      213     796
934904723                                   Total      210     795
934904963                                   Total      219     793
934905203                                   Total      220     793
934905443                                   Total      220     793
934905683                                   Total      214     794
934905923                                   Total      207     791
934906163                                   Total      208     794
934906403                                   Total      201     791
934906643                                   Total      204     791
934906883                                   Total      204     790
934907123                                   Total      203     790
934907363                                   Total      198     790
934907603                                   Total      205     789
934907843                                   Total      198     789
934908083                                   Total      197     787
934908323                                   Total      198     786
934908563                                   Total      194     785
934908803                                   Total      195     783
934909043                                   Total      193     787
934909283                                   Total      186     788
934909523                                   Total      191     788
934909763                                   Total      182     788
934910003                                   Total      183     789
934910513                                   Total      187     789
934910782                                   Total      189     798
934911026                                   Total      183     796
934911266                                   Total      179     798
934911506                                   Total      176     799
934911746                                   Total      188     802
934911988                                   Total      186     805
934912228                                   Total      186     808
934912468                                   Total      187     811
934912708                                   Total      190     812
934912948                                   Total      183     807
934913189                                   Total      187     807
934913431                                   Total      199     830
934913702                                   Total      209     857
934913952                                   Total      204     845
934914192                                   Total      189     832
934914432                                   Total      186     814
934914672                                   Total      188     815
934914912                                   Total      187     818
934915153                                   Total      188     821
934915393                                   Total      186     822
934915633                                   Total      178     807
934915873                                   Total      171     803
934916113                                   Total      174     799
934916353                                   Total      179     799
934916593                                   Total      178     798
934916833                                   Total      183     800
934917082                                   Total      182     801
934917353                                   Total      183     801
934917593                                   Total      186     803
934917834                                   Total      182     797
934918074                                   Total      175     779
934918314                                   Total      178     778
934918554                                   Total      170     764
934918794                                   Total      156     749
934919034                                   Total      158     750
934919275                                   Total      164     751
934919516                                   Total      173     750
934919756                                   Total      178     758
934919996                                   Total      164     751
934920236                                   Total      179     797
934920477                                   Total      180     810
934920717                                   Total      182     810
934920957                                   Total      184     809
934921197                                   Total      179     805
934921437                                   Total      182     803
934921677                                   Total      178     800
934921917                                   Total      182     797
934922157                                   Total      184     796
934922397                                   Total      186     794
934922638                                   Total      186     792
934922878                                   Total      186     792
934923118                                   Total      183     790
934923358                                   Total      181     788
934923606                                   Total      180     785
934923846                                   Total      181     783
934924087                                   Total      186     782
934924327                                   Total      190     780
934924568                                   Total      190     778
934924809                                   Total      189     775
934925049                                   Total      186     773
934925290                                   Total      193     773
934925530                                   Total      193     771
934925772                                   Total      194     769
934926013                                   Total      196     768
934926254                                   Total      193     769
934926494                                   Total      192     768
934926734                                   Total      191     767
934926974                                   Total      193     768
934927214                                   Total      198     770
934927454                                   Total      206     773
934927695                                   Total      206     773
934927935                                   Total      208     771
934928175                                   Total      203     765
934928415                                   Total      213     767
934928655                                   Total      219     768
934928895                                   Total      218     764
934929135                                   Total      221     767
934929375                                   Total      222     774
934929615                                   Total      219     773
934929855                                   Total      221     775
934930096                                   Total      222     774
934930337                                   Total      234     776
934930578                                   Total      236     778
934930818                                   Total      238     774
934931058                                   Total      226     768
934931299                                   Total      228     770
934931539                                   Total      228     773
934931779                                   Total      228     773
934932019                                   Total      231     777
934932260                                   Total      230     780
934932500                                   Total      230     782
934932740                                   Total      234     782
934932981                                   Total      233     782
934933221                                   Total      234     782
934933461                                   Total      234     782
934933701                                   Total      232     782
934933942                                   Total      235     783
934934182                                   Total      236     784
934934422                                   Total      234     784
934934663                                   Total      236     784
934934905                                   Total      241     784
934935145                                   Total      240     784
934935385                                   Total      246     784
934935625                                   Total      253     787
934935866                                   Total      252     792
934936106                                   Total      249     791
934936346                                   Total      247     791
934936586                                   Total      250     790
934936826                                   Total      251     789
934937066                                   Total      251     788
934937306                                   Total      252     788
934937546                                   Total      252     788
934937786                                   Total      251     788
934938026                                   Total      253     789
934938266                                   Total      253     789
934938506                                   Total      252     789
934938748                                   Total      248     786
934938988                                   Total      250     786
934939228                                   Total      248     786
934939469                                   Total      246     785
934939709                                   Total      248     786
934939949                                   Total      249     785
934940190                                   Total      248     784
934940431                                   Total      246     784
934940671                                   Total      248     784
934940911                                   Total      248     784
934941151                                   Total      248     784
934941392                                   Total      250     784
934941632                                   Total      251     784
934941872                                   Total      250     784
934942112                                   Total      250     784
934942352                                   Total      249     784
934942592                                   Total      248     786
934942832                                   Total      247     786
934943072                                   Total      244     785
934943313                                   Total      243     784
934943554                                   Total      244     784
934943794                                   Total      245     785
934944034                                   Total      247     784
934944274                                   Total      247     784
934944514                                   Total      247     784
934944754                                   Total      248     783
934944994                                   Total      248     783
934945234                                   Total      248     783
934945474                                   Total      247     783
934945714                                   Total      268     783
934945955                                   Total      276     782
934946195                                   Total      277     783
934946435                                   Total      277     783
934946675                                   Total      275     783
934946915                                   Total      276     783
934947155                                   Total      275     783
934947396                                   Total      275     783
934947636                                   Total      275     783
934947876                                   Total      274     783
934948116                                   Total      273     783
934948356                                   Total      275     784
934948596                                   Total      275     784
934948836                                   Total      275     784
934949076                                   Total      274     783
934949316                                   Total      275     783
934949556                                   Total      274     784
934949797                                   Total      274     783
934950037                                   Total      276     782
934950277                                   Total      274     782
934950517                                   Total      276     782
934950757                                   Total      279     782
934950998                                   Total      279     782
934951238                                   Total      278     781
934951479                                   Total      278     781
934951720                                   Total      277     780
934951960                                   Total      279     779
934952200                                   Total      281     779
934952460                                   Total      282     778
934952707                                   Total      284     779
934952979                                   Total      285     780
934953259                                   Total      285     780
934953499                                   Total      284     780
934953752                                   Total      283     779
934954033                                   Total      283     779
934954293                                   Total      284     779
934954533                                   Total      285     779
934954773                                   Total      283     779
934955014                                   Total      283     779
934955254                                   Total      285     779
934955494                                   Total      284     780
934955734                                   Total      282     780
934955974                                   Total      280     780
934956214                                   Total      281     779
934956454                                   Total      285     779
934956694                                   Total      286     778
934956935                                   Total      288     778
934957175                                   Total      290     778
934957415                                   Total      291     778
934957655                                   Total      291     778
934957897                                   Total      290     778
934958137                                   Total      289     778
934958377                                   Total      286     776
934958618                                   Total      285     775
934958858                                   Total      284     775
934959098                                   Total      285     775
934959338                                   Total      284     775
934959579                                   Total      284     775
934959819                                   Total      289     776
934960059                                   Total      284     776
934960299                                   Total      282     776
934960539                                   Total      282     776
934960779                                   Total      283     776
934961019                                   Total      286     776
934961259                                   Total      286     776
934961499                                   Total      285     775
934961739                                   Total      287     775
934961979                                   Total      287     775
934962219                                   Total      288     775
934962459                                   Total      287     775
934962699                                   Total      288     774
934962939                                   Total      288     774
934963179                                   Total      286     774
934963419                                   Total      284     774
934963659                                   Total      285     774
934963899                                   Total      286     774
934964139                                   Total      286     774
934964379                                   Total      290     774
934964620                                   Total      290     774
934964860                                   Total      290     774
934965100                                   Total      292     774
934965340                                   Total      294     774
934965580                                   Total      294     774
934965821                                   Total      294     774
934966061                                   Total      294     774
934966301                                   Total      292     774
934966541                                   Total      292     774
934966782                                   Total      292     774
934967022                                   Total      287     770
934967262                                   Total      264     769
934967502                                   Total      264     769
934967742                                   Total      265     769
934967983                                   Total      264     769
934968223                                   Total      265     769
934968464                                   Total      263     769
934968704                                   Total      263     769
934968946                                   Total      265     769
934969186                                   Total      265     770
934969427                                   Total      263     770
934969667                                   Total      263     770
934969907                                   Total      263     770
934970147                                   Total      262     770
934970387                                   Total      261     770
934970627                                   Total      261     770
934970867                                   Total      260     770
934971107                                   Total      262     770
934971347                                   Total      263     770
934971605                                   Total      264     770
934971883                                   Total      270     770
934972125                                   Total      291     770
934972366                                   Total      299     770
934972606                                   Total      299     770
934972846                                   Total      300     770
934973086                                   Total      300     770
934973327                                   Total      299     770
934973567                                   Total      298     770
934973807                                   Total      298     770
934974047                                   Total      298     770
934974287                                   Total      299     770
934974528                                   Total      299     770
934974768                                   Total      299     770
934975008                                   Total      299     770
934975248                                   Total      299     770
934975488                                   Total      297     770
934975728                                   Total      295     769
934975968                                   Total      293     769
934976208                                   Total      294     769
934976448                                   Total      296     770
934976689                                   Total      298     771
934976929                                   Total      276     751
934977169                                   Total      188     744
934977410                                   Total      140     744
934977650                                   Total      118     744
934977891                                   Total      117     744
934979972                                   Total       15     741
934980212                                   Total       15     741
934980452                                   Total       20     740
934980692                                   Total       28     742
934980932                                   Total       29     741
934981173                                   Total       30     741
934981413                                   Total       30     741
934981653                                   Total       65     741
934981893                                   Total      120     741
934982133                                   Total      163     741
934982682                                   Total      239     742
934982922                                   Total      239     742
934983162                                   Total      239     742
934983402                                   Total      240     742
934983642                                   Total      240     744
934983882                                   Total      244     746
934984122                                   Total      246     746
934984362                                   Total      246     746
934984602                                   Total      243     746
934984842                                   Total      241     746
934985082                                   Total      239     746
934985322                                   Total      241     746
934985562                                   Total      240     746
934985802                                   Total      239     746
934986042                                   Total      241     746
934986282                                   Total      236     746
934986522                                   Total      235     746
934986762                                   Total      235     746
934987002                                   Total      232     746
934987242                                   Total      229     746
934987482                                   Total      226     746
934987722                                   Total      224     746
934987963                                   Total      232     747
934988203                                   Total      228     748
934988443                                   Total      224     747
934988683                                   Total      218     744
934988923                                   Total      220     744
934989163                                   Total      218     744
934989403                                   Total      217     744
934989644                                   Total      217     744
934989885                                   Total      212     744
934990126                                   Total      212     744
934990366                                   Total      211     743
934990606                                   Total      209     742
934990846                                   Total      204     742
934991087                                   Total      204     742
934991327                                   Total      203     742
934991567                                   Total      202     742
934991807                                   Total      200     743
934992047                                   Total      199     743
934992287                                   Total      201     743
934992527                                   Total      198     743
934992767                                   Total      197     743
934993007                                   Total      201     743
934993248                                   Total      204     743
934993488                                   Total      206     743
934993728                                   Total      204     743
934993968                                   Total      202     742
934994269                                   Total      204     742
934994510                                   Total      209     740
934994750                                   Total      210     735
934994990                                   Total      209     735
934995230                                   Total      204     734
934995470                                   Total      201     735
934995711                                   Total      194     735
934995951                                   Total      194     735
934996192                                   Total      199     735
934996433                                   Total      203     735
934996683                                   Total      202     735
934996944                                   Total      200     735
934997199                                   Total      200     735
934997439                                   Total      203     735
934997679                                   Total      209     735
934997919                                   Total      210     734
934998162                                   Total      206     734
934998403                                   Total      202     734
934998643                                   Total      199     734
934998884                                   Total      198     734
934999124                                   Total      196     734
934999364                                   Total      197     734
934999604                                   Total      201     734
934999844                                   Total      202     734
935000085                                   Total      202     734
935000325                                   Total      206     734
935000565                                   Total      205     734
935000805                                   Total      202     734
935001045                                   Total      197     734
935001285                                   Total      193     735
935001525                                   Total      202     735
935001765                                   Total      202     736
935002005                                   Total      200     735
935002245                                   Total      204     735
935002485                                   Total      198     736
935002725                                   Total      199     735
935002965                                   Total      200     734
935003205                                   Total      202     738
935003445                                   Total      200     740
935003685                                   Total      206     742
935003925                                   Total      196     744
935004165                                   Total      196     743
935004405                                   Total      198     749
935004645                                   Total      208     753
935004885                                   Total      202     756
935005125                                   Total      199     756
935005365                                   Total      192     750
935005605                                   Total      190     746
935005845                                   Total      192     751
935006085                                   Total      185     747
935006325                                   Total      177     741
935006565                                   Total      185     744
935006805                                   Total      189     746
935007045                                   Total      185     748
935007285                                   Total      184     750
935007525                                   Total      189     752
935007765                                   Total      191     753
935008005                                   Total      192     756
935008245                                   Total      188     756
935008485                                   Total      176     746
935008725                                   Total      182     748
935008965                                   Total      187     750
935009205                                   Total      187     751
935009446                                   Total      185     749
935009687                                   Total      184     747
935009927                                   Total      188     748
935010167                                   Total      189     750
935010407                                   Total      182     748
935010767                                   Total      188     750
935011008                                   Total      189     750
935011249                                   Total      190     748
935011489                                   Total      205     749
935011731                                   Total      210     751
935011972                                   Total      211     753
935012212                                   Total      209     753
935012452                                   Total      205     753
935012693                                   Total      203     751
935012933                                   Total      202     752
935013173                                   Total      204     754
935013413                                   Total      205     755
935013653                                   Total      205     756
935013893                                   Total      206     758
935014133                                   Total      204     758
935014373                                   Total      209     760
935014613                                   Total      210     760
935014853                                   Total      210     758
935015093                                   Total      207     760
935015333                                   Total      214     761
935015573                                   Total      214     759
935015813                                   Total      211     760
935016053                                   Total      208     761
935016293                                   Total      211     762
935016533                                   Total      210     761
935016773                                   Total      218     765
935017013                                   Total      222     768
935017253                                   Total      225     768
935017493                                   Total      228     771
935017733                                   Total      226     770
935017973                                   Total      228     770
935018213                                   Total      232     772
935018453                                   Total      237     773
935018694                                   Total      237     773
935018935                                   Total      238     772
935019175                                   Total      236     774
935019417                                   Total      237     776
935019659                                   Total      239     776
935019899                                   Total      243     779
935020139                                   Total      239     780
935020379                                   Total      240     781
935020620                                   Total      239     782
935020860                                   Total      240     782
935021100                                   Total      242     782
935021340                                   Total      242     782
935021580                                   Total      246     786
935021820                                   Total      246     786
935040173                                   Total       24      39
935040413                                   Total       20      39
935040653                                   Total       26      42
935040893                                   Total       30      44
935041133                                   Total       26      45
935041373                                   Total       20      47
935041613                                   Total       22      48
935041853                                   Total       20      48
935042093                                   Total       23      48
935042333                                   Total       20      48
935042573                                   Total       22      53
935042813                                   Total       24      56
935043053                                   Total       26      56
935043293                                   Total       27      57
935043533                                   Total       27      57
935043774                                   Total       29      61
935044015                                   Total       32      65
935044257                                   Total       36      69
935044497                                   Total       40      73
935044737                                   Total       44      77
935044978                                   Total       45      78
935045218                                   Total       45      78
935045460                                   Total       45      78
935045700                                   Total       45      78
935045940                                   Total       45      78
935046180                                   Total       45      78
935046420                                   Total       45      78
935046660                                   Total       45      78
935046900                                   Total       44      77
935047140                                   Total       47      77
935047380                                   Total       49      78
935047620                                   Total       45      78
935047860                                   Total       45      78
935048100                                   Total       44      77
935048340                                   Total       44      77
935048580                                   Total       44      78
935048820                                   Total       49      79
935049060                                   Total       48      79
935049300                                   Total       45      79
935049540                                   Total       45      79
935049780                                   Total       45      79
935050020                                   Total       45      79
935050260                                   Total       45      79
935050500                                   Total       45      79
935050740                                   Total       44      78
935050980                                   Total       43      77
935051220                                   Total       43      77
935051461                                   Total       43      77
935051701                                   Total       43      78
935051941                                   Total       43      78
935052181                                   Total       43      78
935052421                                   Total       15      35
935052661                                   Total        6      21
935052901                                   Total        6      21
935053141                                   Total        6      21
935053381                                   Total        6      21
935053621                                   Total        6      21
935053861                                   Total        6      21
935054101                                   Total        6      21
935054341                                   Total        6      21
935054581                                   Total        6      21
935054821                                   Total        6      21
935055061                                   Total        6      21
935055301                                   Total        6      21
935055541                                   Total        6      21
935055781                                   Total        6      21
935056021                                   Total        6      21
935056261                                   Total        6      21
935056501                                   Total        6      21
935056741                                   Total        6      21
935056981                                   Total        6      22
935057221                                   Total        6      22
935057461                                   Total        6      22
935057701                                   Total        6      22
935057953                                   Total        6      22
935058204                                   Total        6      22
935058447                                   Total        6      22
935058688                                   Total        6      22
935058928                                   Total        6      22
935059168                                   Total        6      22
935059410                                   Total        6      22
935059650                                   Total        6      22
935059891                                   Total        6      22
935060132                                   Total        6      22
935060373                                   Total        6      22
935060613                                   Total        6      22
935060854                                   Total        6      22
935061095                                   Total        6      22
935061335                                   Total        6      22
935061576                                   Total        6      22
935061816                                   Total        6      22
935062056                                   Total        6      22
935062296                                   Total        6      22
935062536                                   Total        5      22
935062777                                   Total        3      22
935063017                                   Total        0      22
935063257                                   Total        0      22
935063497                                   Total        0      22
935063737                                   Total        0      22
935063977                                   Total        0      22
935064218                                   Total        0      22
935064458                                   Total        0      22
935064698                                   Total        0      22
935064938                                   Total        0      22
935065178                                   Total        0      22
935065418                                   Total        0      22
935065658                                   Total        0      22
935065898                                   Total        0      22
935066138                                   Total        0      22
935066378                                   Total        0      22
935066618                                   Total        2      22
935066858                                   Total        7      22
935067098                                   Total       19      22
935067338                                   Total       20      22
935067578                                   Total       21      23
935067818                                   Total       21      23
935068058                                   Total       21      23
935068298                                   Total       21      23
935068538                                   Total       20      23
935068778                                   Total       22      24
935069018                                   Total       22      24
935069258                                   Total       22      24
935069498                                   Total       22      24
935069738                                   Total       22      24
935069978                                   Total       22      24
935070218                                   Total       22      24
935070458                                   Total       20      24
935070698                                   Total       22      24
935070938                                   Total       22      24
935071178                                   Total       22      24
935071418                                   Total       22      24
935071658                                   Total       22      24
935071898                                   Total       22      24
935072138                                   Total       22      24
935072378                                   Total       22      24
935072618                                   Total       22      24
935072858                                   Total       20      22
935073098                                   Total       20      22
935073338                                   Total       21     202
935073579                                   Total       21     738
935073819                                   Total       22     738
935074059                                   Total       21     738
935074299                                   Total       58     740
935074539                                   Total       60     739
935074779                                   Total      144     739
935075019                                   Total      180     740
935075259                                   Total      204     740
935075499                                   Total      211     739
935075739                                   Total      214     739
935075979                                   Total      217     739
935076219                                   Total      220     739
935076460                                   Total      220     739
935076701                                   Total      224     739
935076941                                   Total      224     738
935077181                                   Total      223     738
935077421                                   Total      220     738
935077781                                   Total      219     738
935078021                                   Total      216     739
935078261                                   Total      224     744
935078681                                   Total      218     743
935078921                                   Total      218     741
935079161                                   Total      216     742
935079401                                   Total      217     741
935079642                                   Total      216     740
935079883                                   Total      215     741
935080123                                   Total      210     740
935080363                                   Total      204     740
935080603                                   Total      202     740
935080843                                   Total      199     740
935081083                                   Total      198     740
935081323                                   Total      200     740
935081563                                   Total      196     739
935081803                                   Total      194     739
935082364                                   Total      183     720
935082604                                   Total      185     720
935082844                                   Total      184     720
935083097                                   Total      182     720
935083365                                   Total      183     720
935083628                                   Total      183     721
935083869                                   Total      180     722
935084109                                   Total      178     721
935084349                                   Total      179     721
935084590                                   Total      180     721
935084831                                   Total      181     724
935085071                                   Total      180     725
935085311                                   Total      178     725
935085551                                   Total      179     725
935085791                                   Total      178     725
935086031                                   Total      174     724
935086271                                   Total      177     725
935086511                                   Total      176     724
935086751                                   Total      174     725
935086991                                   Total      172     725
935087232                                   Total      172     725
935087472                                   Total      170     720
935087712                                   Total      172     720
935087952                                   Total      167     720
935088192                                   Total      168     720
935088433                                   Total      169     720
935088673                                   Total      170     720
935088914                                   Total      170     720
935089154                                   Total      172     720
935089394                                   Total      178     720
935089634                                   Total      179     720
935089875                                   Total      169     720
935090115                                   Total      171     720
935090356                                   Total      172     720
935090596                                   Total      172     720
935090836                                   Total      174     720
935091076                                   Total      175     720
935091316                                   Total      175     721
935091556                                   Total      170     722
935091796                                   Total      173     722
935092303                                   Total      177     722
935092543                                   Total      182     722
935092784                                   Total      181     722
935093024                                   Total      183     722
935093264                                   Total      182     722
935093505                                   Total      184     722
935093745                                   Total      191     722
935093985                                   Total      187     722
935094226                                   Total      184     722
935094466                                   Total      182     722
935094706                                   Total      181     722
935094946                                   Total      178     722
935095187                                   Total      178     722
935095427                                   Total      176     722
935095667                                   Total      174     722
935095907                                   Total      178     722
935096327                                   Total      175     721
935096567                                   Total      179     721
935096807                                   Total      179     721
935097047                                   Total      178     722
935097287                                   Total      177     721
935097527                                   Total      181     721
935097767                                   Total      187     721
935098007                                   Total      189     721
935098248                                   Total      190     720
935098488                                   Total      194     721
935098729                                   Total      193     721
935098969                                   Total      193     721
935099210                                   Total      193     721
935099450                                   Total      194     720
935099690                                   Total      198     720
935099930                                   Total      203     721
935100170                                   Total      200     721
935100410                                   Total      200     721
935100650                                   Total      200     721
935100890                                   Total      201     721
935101130                                   Total      202     722
935101370                                   Total      202     720
935101610                                   Total      204     722
935101850                                   Total      205     721
935102090                                   Total      209     721
935102330                                   Total      212     721
935102570                                   Total      215     721
935102810                                   Total      216     721
935103050                                   Total      218     721
935103290                                   Total      219     721
935103530                                   Total      218     720
935103770                                   Total      216     720
935104010                                   Total      217     721
935104250                                   Total      219     721
935104490                                   Total      220     721
935104730                                   Total      219     721
935104970                                   Total      222     722
935105210                                   Total      222     721
935105450                                   Total      224     721
935105690                                   Total      226     722
935105930                                   Total      226     722
935106170                                   Total      225     721
935106410                                   Total      227     721
935106651                                   Total      226     721
935106891                                   Total      226     721
935107131                                   Total      223     721
935107371                                   Total      226     721
935107611                                   Total      227     721
935107851                                   Total      228     721
935108091                                   Total      236     721
935108331                                   Total      237     721
935108571                                   Total      238     720
935108812                                   Total      240     721
935109052                                   Total      247     721
935109293                                   Total      246     721
935109533                                   Total      248     721
935109774                                   Total      247     721
935110014                                   Total      247     721
935110254                                   Total      246     721
935110494                                   Total      246     721
935110735                                   Total      248     721
935110975                                   Total      252     721
935111215                                   Total      254     722
935111455                                   Total      254     722
935111697                                   Total      252     721
935111938                                   Total      249     721
935112178                                   Total      249     721
935112419                                   Total      249     721
935112659                                   Total      251     721
935112900                                   Total      248     721
935113140                                   Total      245     721
935113380                                   Total      244     722
935113620                                   Total      244     721
935113860                                   Total      246     722
935114101                                   Total      247     721
935114341                                   Total      247     721
935114581                                   Total      246     721
935114821                                   Total      245     721
935115061                                   Total      245     721
935115301                                   Total      244     720
935115541                                   Total      242     720
935115781                                   Total      242     720
935116022                                   Total      241     720
935116262                                   Total      242     720
935116502                                   Total      242     720
935116742                                   Total      241     720
935116982                                   Total      244     720
935117222                                   Total      244     720
935117465                                   Total      242     720
935117705                                   Total      244     720
935117946                                   Total      237     720
935118186                                   Total      238     720
935118426                                   Total      245     720
935118666                                   Total      259     720
935118906                                   Total      264     720
935119146                                   Total      264     720
935119387                                   Total      268     720
935119627                                   Total      266     719
935119867                                   Total      264     718
935120107                                   Total      265     719
935120348                                   Total      265     719
935120588                                   Total      269     719
935120828                                   Total      268     720
935121068                                   Total      268     719
935121308                                   Total      270     719
935121548                                   Total      271     719
935121788                                   Total      270     720
935122029                                   Total      269     719
935122269                                   Total      269     719
935122510                                   Total      268     719
935122751                                   Total      264     719
935122991                                   Total      263     719
935123231                                   Total      263     719
935123471                                   Total      266     719
935123711                                   Total      269     720
935123951                                   Total      268     722
935124191                                   Total      271     721
935124431                                   Total      274     722
935124671                                   Total      275     721
935124911                                   Total      275     721
935125158                                   Total      274     719
935125411                                   Total      274     719
935125661                                   Total      274     719
935125930                                   Total      274     719
935126186                                   Total      274     719
935126426                                   Total      276     719
935126666                                   Total      278     719
935126939                                   Total      277     719
935127202                                   Total      276     719
935127442                                   Total      277     719
935127682                                   Total      276     720
935127922                                   Total      275     721
935128162                                   Total      276     720
935128402                                   Total      279     720
935128642                                   Total      281     720
935128882                                   Total      283     720
935129123                                   Total      282     720
935129363                                   Total      281     720
935129603                                   Total      280     720
935129843                                   Total      278     720
935130083                                   Total      279     720
935130323                                   Total      280     720
935130564                                   Total      281     720
935130804                                   Total      283     720
