934526312                                   Total      252     846
934526552                                   Total      214     800
934526804                                   Total      212     825
934527052                                   Total      238     855
934527292                                   Total      251     881
934527532                                   Total      230     848
934527792                                   Total      230     847
934528032                                   Total      258     855
934528278                                   Total      267     857
934528559                                   Total      278     868
934528811                                   Total      266     849
934529051                                   Total      274     847
934529291                                   Total      274     858
934529552                                   Total      269     859
934529802                                   Total      266     856
934530042                                   Total      261     851
934530282                                   Total      242     823
934530541                                   Total      238     816
934530781                                   Total      232     810
934531021                                   Total      220     807
934531278                                   Total      226     810
934531529                                   Total      227     815
934531769                                   Total      226     815
934532035                                   Total      228     817
934532308                                   Total      228     817
934532549                                   Total      227     816
934532789                                   Total      226     815
934533035                                   Total      226     815
934533288                                   Total      226     815
934533528                                   Total      226     815
934533768                                   Total      226     814
934534025                                   Total      228     815
934534274                                   Total      229     815
934534514                                   Total      228     814
934534754                                   Total      228     814
934535023                                   Total      228     814
934535263                                   Total      228     814
934535511                                   Total      228     814
934535783                                   Total      227     813
934536044                                   Total      228     814
934536284                                   Total      228     814
934536524                                   Total      226     813
934536787                                   Total      224     812
934537028                                   Total      222     811
934537268                                   Total      221     809
934537510                                   Total      224     810
934537765                                   Total      224     811
934538006                                   Total      224     812
934538247                                   Total      224     812
934538497                                   Total      223     812
934538745                                   Total      223     811
934538986                                   Total      223     811
934539261                                   Total      226     812
934539517                                   Total      226     812
934539791                                   Total      228     813
934540036                                   Total      228     813
934540288                                   Total      228     812
934540530                                   Total      219     799
934540770                                   Total      228     811
934541011                                   Total      228     811
934541254                                   Total      228     811
934541494                                   Total      228     810
934541734                                   Total      227     809
934541974                                   Total      228     810
934542216                                   Total      228     810
934542456                                   Total      230     811
934542703                                   Total      230     811
934542958                                   Total      230     811
934543207                                   Total      230     811
934543447                                   Total      230     811
934543687                                   Total      231     812
934543941                                   Total      230     812
934544181                                   Total      230     812
934544421                                   Total      230     812
934544661                                   Total      230     812
934544915                                   Total      216     812
934545155                                   Total      202     812
934545395                                   Total      202     812
934545639                                   Total      202     812
934545884                                   Total      201     812
934546124                                   Total      200     811
934546379                                   Total      200     812
934546643                                   Total      199     811
934546884                                   Total      199     811
934547125                                   Total      199     811
934547365                                   Total      199     811
934547624                                   Total      200     811
934547864                                   Total      200     811
934548104                                   Total      200     811
934548346                                   Total      200     811
934548592                                   Total      206     815
934548832                                   Total      222     822
934549073                                   Total      231     831
934549322                                   Total      249     839
934549574                                   Total      261     848
934549823                                   Total      267     861
934550091                                   Total      267     861
934550370                                   Total      265     860
934550611                                   Total      261     857
934550851                                   Total      259     857
934551102                                   Total      250     862
934551363                                   Total      257     863
934551603                                   Total      254     866
934551843                                   Total      256     873
934552119                                   Total      255     880
934552359                                   Total      249     888
934552600                                   Total      244     892
934552844                                   Total      240     891
934553104                                   Total      242     893
934553344                                   Total      242     894
934553614                                   Total      238     898
934553875                                   Total      246     905
934554126                                   Total      240     908
934554367                                   Total      241     915
934554610                                   Total      238     921
934554874                                   Total      240     926
934555115                                   Total      239     930
934555355                                   Total      238     934
934555616                                   Total      233     941
934555864                                   Total      231     949
934556105                                   Total      224     952
934556345                                   Total      224     950
934556619                                   Total      225     961
934556859                                   Total      227     970
934557112                                   Total      218     973
934557375                                   Total      226     976
934557634                                   Total      228     976
934557874                                   Total      224     972
934558114                                   Total      220     970
934558380                                   Total      217     968
934558621                                   Total      216     971
934558862                                   Total      224     978
934559110                                   Total      217     979
934559372                                   Total      204     978
934559612                                   Total      190     980
934559852                                   Total      215     980
934560099                                   Total      218     985
934560357                                   Total      214     986
934560597                                   Total      210     986
934560880                                   Total      210     987
934561151                                   Total      208     987
934561392                                   Total      208     987
934561632                                   Total      208     984
934561887                                   Total      204     981
934562141                                   Total      198     984
934562381                                   Total      193     984
934562621                                   Total      191     982
934562879                                   Total      189     981
934563119                                   Total      192     980
934563359                                   Total      192     979
934563599                                   Total      191     978
934563864                                   Total      194     982
934564104                                   Total      193     982
934564363                                   Total      192     983
934564631                                   Total      193     984
934564886                                   Total      196     983
934565151                                   Total      202     984
934565392                                   Total      203     984
934565653                                   Total      198     982
934565893                                   Total      198     982
934566133                                   Total      200     982
934566387                                   Total      201     983
934566639                                   Total      202     981
934566879                                   Total      200     980
934567119                                   Total      206     984
934567379                                   Total      198     966
934567630                                   Total      166     913
934567879                                   Total      192     910
934568139                                   Total      190     909
934568421                                   Total      193     909
934568661                                   Total      196     909
934568901                                   Total      192     908
934569148                                   Total      194     910
934569393                                   Total      192     912
934569633                                   Total      190     911
934569873                                   Total      190     911
934570142                                   Total      192     913
934570383                                   Total      193     914
934570624                                   Total      194     915
934570878                                   Total      202     940
934571145                                   Total      201     953
934571385                                   Total      200     956
934571656                                   Total      191     949
934571931                                   Total      169     921
934572173                                   Total      194     948
934572413                                   Total      199     956
934572657                                   Total      247     963
934572932                                   Total      302     964
934573172                                   Total      184     839
934573412                                   Total      196     846
934573678                                   Total      197     846
934573932                                   Total      196     845
934574172                                   Total      197     844
934574413                                   Total      199     845
934574667                                   Total      179     822
934574907                                   Total      178     801
934575178                                   Total      197     808
934575443                                   Total      197     810
934575705                                   Total      203     829
934575946                                   Total      195     835
934576186                                   Total      194     841
934576452                                   Total      191     841
934576692                                   Total      190     840
934576932                                   Total      187     837
934577185                                   Total      186     836
934577429                                   Total      190     837
934577669                                   Total      193     841
934577911                                   Total      191     840
934578164                                   Total      194     842
934578417                                   Total      196     841
934578662                                   Total      198     841
934578926                                   Total      170     805
934579189                                   Total      160     794
934579429                                   Total      186     794
934579669                                   Total      196     795
934579927                                   Total      196     794
934580179                                   Total      195     800
934580419                                   Total      187     798
934580659                                   Total      192     801
934580932                                   Total      206     811
934581172                                   Total      203     811
934581412                                   Total      206     818
934581658                                   Total      205     828
934581934                                   Total      213     838
934582174                                   Total      216     855
934582447                                   Total      213     884
934582719                                   Total      202     881
934582971                                   Total      197     883
934583211                                   Total      213     908
934583460                                   Total      196     896
934583737                                   Total      211     893
934583977                                   Total      210     885
934584217                                   Total      200     880
934584488                                   Total      208     899
934584742                                   Total      229     911
934584982                                   Total      291     922
934585225                                   Total      294     922
934585493                                   Total      295     923
934585733                                   Total      220     844
934585991                                   Total      222     845
934586264                                   Total      220     848
934586504                                   Total      220     849
934586744                                   Total      223     849
934586986                                   Total      223     849
934587251                                   Total      225     848
934587491                                   Total      226     850
934587731                                   Total      228     851
934587972                                   Total      233     853
934588226                                   Total      234     854
934588466                                   Total      236     854
934588706                                   Total      235     855
934588962                                   Total      234     856
934589216                                   Total      236     858
934589460                                   Total      234     859
934589733                                   Total      236     857
934589985                                   Total      237     856
934590225                                   Total      238     857
934590466                                   Total      237     857
934590720                                   Total      236     857
934590972                                   Total      234     855
934591213                                   Total      236     852
934591453                                   Total      235     849
934591721                                   Total      234     848
934591962                                   Total      236     849
934592203                                   Total      236     848
934592450                                   Total      235     847
934592713                                   Total      236     848
934592953                                   Total      238     848
934593236                                   Total      239     848
934593525                                   Total      240     850
934593766                                   Total      240     849
934594006                                   Total      240     849
934594250                                   Total      240     849
934594513                                   Total      238     847
934594753                                   Total      236     846
934594993                                   Total      236     846
934595262                                   Total      235     845
934595502                                   Total      235     845
934595742                                   Total      236     844
934595982                                   Total      237     846
934596255                                   Total      241     850
934596495                                   Total      242     851
934596764                                   Total      242     852
934597033                                   Total      243     852
934597283                                   Total      242     851
934597523                                   Total      243     851
934597763                                   Total      243     852
